T,Sb_av,Sb_std,varSb_av,varSb_std,S2_av,S2_std
5000,1069.90599,0.17428838429459556,2049.07935,2.915998963391486,1318.05577,0.815898780548215
10000,1115.8049099999998,0.19666723392572039,3005.01206,4.656119668178655,1363.7877299999998,0.646487689055268
15000,1161.1805799999997,0.3097235728839154,3937.6615599999996,5.187889488067414,1408.40297,0.8360416126605309
20000,1206.5190300000002,0.3011144136370815,4864.82687,8.212448404593022,1452.6581099999999,1.533424902269447
25000,1251.7332099999999,0.29615225628050673,5782.543609999999,3.025234729884813,1497.0621800000004,0.5840485764044958
30000,1296.41533,0.328344791492128,6683.63889,9.802411375722878,1541.43639,0.7232104914200305
35000,1340.9116999999999,0.31565169728677417,7577.960349999999,7.587156752202918,1585.14806,1.1535551631369554
40000,1385.56813,0.2872643035602993,8465.95975,12.238232134360887,1629.6392300000002,1.2783759729046846
45000,1429.6124900000002,0.4400399014862458,9327.08207,16.482137909327214,1672.57765,1.4484792551155397
50000,1473.60693,0.26558959335787363,10180.239300000001,12.771357162807126,1716.2101200000002,1.1370133075737843
55000,1517.20203,0.3357329475937945,11033.24121,16.186666467710396,1758.64205,0.6212890716083398
60000,1560.98967,0.4520144445701106,11891.527420000002,22.468926961152214,1802.2280500000002,1.1542280695339129
65000,1604.2143700000001,0.500034296923711,12711.81833,23.670687212924253,1845.5373600000003,1.5424126089992831
70000,1647.1848999999997,0.43187490549929247,13534.510450000002,24.23831473928237,1887.25377,1.2358902257481803
75000,1690.2684800000002,0.5452373882998677,14356.745080000002,26.19545227056822,1929.8715499999998,1.215446333039916
80000,1732.83806,0.26751190328658797,15142.19174,23.30946495251258,1971.80203,1.0517858632344768
85000,1775.31479,0.36696378963056214,15935.019530000001,17.093352177208864,2013.7220199999997,0.99641821420525
90000,1817.41858,0.36605028015287033,16703.07717,29.01867997032324,2054.93058,1.1466642270515932
95000,1859.6881099999998,0.4623880176864736,17499.2751,24.080711331396586,2097.78306,1.2401599874210274
100000,1901.3598200000001,0.47760242210438003,18234.88719,23.678457670484033,2138.29196,1.398677537676267
