T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,Sc_std
5000,1164.4832600000002,0.11672980938901198,1708.7626900000002,3.317112439592607,1412.55371,0.8073378220422899
10000,1214.44011,0.14578955689623052,2593.12611,2.3731187549087474,1462.0690499999998,0.8438852223496378
15000,1263.8231700000001,0.20305340701401928,3456.57416,5.035117536701613,1510.8585100000003,0.868154862279709
20000,1313.17827,0.20986550478817206,4317.63511,5.042611671633746,1559.1103899999998,1.1131628609058046
25000,1362.38941,0.1919734380064389,5166.07452,8.81069763421721,1607.5303600000002,0.6399613428950227
30000,1411.03727,0.2128045772534149,5993.397239999999,7.109219797586714,1655.66522,1.025655597946969
35000,1459.47086,0.25736708491958216,6816.573090000001,7.128842336235149,1703.7774400000003,1.1611153983993365
40000,1508.02762,0.2861284250122647,7625.2342800000015,14.558095237482268,1752.06531,1.1046335785680477
45000,1556.0430499999998,0.36422569719894343,8411.47631,10.822017069424016,1799.3956300000002,1.3358899483489977
50000,1603.92395,0.24717016102262673,9200.77491,17.280607862078142,1846.1560400000003,1.2719982383635904
55000,1651.3860100000002,0.21409428040002182,9981.650309999999,20.837835263742903,1892.3631800000003,0.7278999214177702
60000,1698.9959800000001,0.3165596683091776,10754.89777,18.057767885153872,1940.40707,1.0390785812921748
65000,1746.0519200000003,0.3528679038960235,11506.700509999999,17.657284911642122,1987.0608100000002,1.2485081044590942
70000,1792.8772199999999,0.3371884897205487,12250.3281,14.564510885573709,2032.9625000000003,1.3912265351120432
75000,1839.7223999999999,0.36616299102990874,12988.85716,19.57513646405528,2079.41369,1.1400069565138276
80000,1886.06876,0.2813241873711283,13695.213500000002,15.504869029436843,2125.1865900000003,1.0822645484816402
85000,1932.3206100000002,0.3743314399031719,14414.67687,25.33314882828673,2170.5838999999996,1.3177448971633823
90000,1978.16413,0.257720499960678,15098.304280000002,14.916395940628567,2215.2196599999997,0.9184468195817939
95000,2024.1120299999998,0.35444301107512755,15820.90383,14.197092669138739,2261.8846099999996,0.7845723707217954
100000,2069.47732,0.320510726185583,16471.0406,16.380226244103387,2305.9305699999995,0.9777083205640157
