T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,S2_std
5000,1361.8356899999999,0.14119751024720942,2180.55134,4.300787109169694,1609.73664,0.8257006384882355
10000,1420.24987,0.17172754613045488,3341.1410000000005,6.689556231320633,1667.9592400000001,0.6354159286640169
15000,1477.99789,0.2627468646815803,4467.55028,7.952318106288245,1724.92258,0.8119357496747969
20000,1535.71729,0.25194305090630015,5586.20017,11.582662105064577,1781.52592,1.4692121377118887
25000,1593.2798200000002,0.257397691520326,6690.567229999999,4.952404276924521,1838.31551,0.5978243311374876
30000,1650.12624,0.3085377584672386,7773.352199999999,13.849784254131903,1894.8243000000002,0.7205656625179361
35000,1706.7756599999998,0.2594977310112156,8846.24343,12.032528631094344,1950.7305999999996,1.10623758478904
40000,1763.5631,0.2806635530309808,9906.98198,18.057410628924735,2007.3331600000001,1.287058230384286
45000,1819.66333,0.40106908145601633,10929.91112,23.37311203805809,2062.29573,1.4276958415922605
50000,1875.6312899999998,0.25258138272644004,11940.95059,21.472129979740863,2117.8995600000003,1.1164316371368141
55000,1931.1780199999998,0.33910255616842944,12955.90622,24.666274617899376,2172.2993999999994,0.6052716811482813
60000,1986.8315199999997,0.4105648323956214,13975.487120000002,34.175613942219194,2227.74273,1.122745703220414
65000,2041.8695400000004,0.4515784675999954,14938.572560000004,36.50928965861111,2282.8639599999997,1.502427517186872
70000,2096.6510100000005,0.43320680846456583,15909.16559,36.19484218096403,2336.33818,1.2427246644370018
75000,2151.3828000000003,0.5198629569414821,16875.97083,40.110199204417235,2390.6378600000003,1.1627032176785264
80000,2205.6392400000004,0.23571355582566142,17791.881190000004,37.89147155929545,2444.27857,1.0977559292029069
85000,2259.6539,0.3557912281099023,18716.91535,26.397808783352975,2497.6648,0.9812472644548217
90000,2313.2656999999995,0.3862149712271504,19610.015420000003,46.26271110176772,2550.43615,1.1709064243140912
95000,2367.0294299999996,0.4250512887875693,20537.28231,37.709173454358414,2604.8290100000004,1.2158851766924015
100000,2420.09774,0.41275794650136743,21378.64714,37.3164188346136,2656.6414600000003,1.313595608397038
