T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,Sc_std
5000,1069.897,0.1171052945002964,1522.58148,2.9033299432892647,1318.0475900000001,0.8033267572413819
10000,1115.7969600000001,0.1487097522020237,2296.41967,2.0867068903178616,1363.51891,0.8569503199719452
15000,1161.1727299999998,0.1673963622662962,3052.50298,4.1890784606640015,1408.2941000000003,0.8327434490885832
20000,1206.5156700000002,0.18764675883162865,3806.41738,4.652576832852935,1452.5594099999998,1.1154375468397892
25000,1251.7252000000003,0.17911812861908463,4549.31848,7.707661236691549,1496.97804,0.697279136644689
30000,1296.43097,0.15978110057201053,5274.31384,6.0561516559943005,1541.16228,1.0204405899414133
35000,1340.92607,0.22479320296667304,5995.55819,6.446325988104019,1585.3113799999999,1.1469625484730626
40000,1385.5569799999998,0.2989058774932674,6705.15769,12.932807441963288,1629.6757300000002,1.124404756348944
45000,1429.6619899999998,0.3359826883934239,7394.863249999999,9.685520394615107,1673.09109,1.3655527682590525
50000,1473.6660499999998,0.2436587008502459,8087.66507,15.589048137268978,1716.0146499999998,1.293683766034035
55000,1517.24963,0.20398968135674228,8771.953839999998,18.133005589983956,1758.3276999999998,0.7487495936559823
60000,1561.0188000000003,0.2945092867806252,9451.486109999998,15.59399699451357,1802.54388,0.9815139141143453
65000,1604.2454299999997,0.3144238955613145,10111.9264,15.258079013820817,1845.3624599999998,1.2124898005344646
70000,1647.2430499999998,0.31892498569413796,10764.822250000001,12.914059798162288,1887.46148,1.3640128033122878
75000,1690.31533,0.325842897881844,11414.203409999998,17.0956207998099,1930.1122600000003,1.147418155861261
80000,1732.86806,0.2853991527668029,12035.49598,13.549758210226557,1972.12379,1.1076887292466486
85000,1775.3848000000003,0.3927550941744166,12668.48574,22.457646937923013,2013.7398,1.3628594696445844
90000,1817.4997500000002,0.26748309572753504,13269.124490000002,12.935136851185828,2054.67753,0.8846800167857312
95000,1859.7233600000004,0.31401589513901984,13906.177489999998,12.435739706462822,2097.59965,0.7368020918129426
100000,1901.39489,0.2931481108586377,14479.283140000003,14.250870470128948,2138.00976,0.9772637199854918
