T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,S2_std
5000,1676.3649400000002,0.20082878379358216,3150.4428500000004,6.237779606759252,1923.9953,0.8613516982046084
10000,1748.2604499999998,0.24070555145240882,4856.82164,10.065831256503296,1995.6954299999998,0.6693037502509946
15000,1819.34427,0.33637565325101554,6511.3260900000005,12.04875974716477,2065.96752,0.836099575170332
20000,1890.40219,0.3282400080733586,8154.56861,16.562601781994015,2135.8590400000003,1.4724934690515348
25000,1961.25648,0.3382696581131979,9776.61518,7.646542186610049,2205.9481800000003,0.6147645936453524
30000,2031.2262299999998,0.4224403154292765,11366.42433,20.63869384229797,2275.58812,0.8473079331623442
35000,2100.95645,0.3223142418509572,12941.73377,18.17837117813615,2344.61906,1.1042484432408706
40000,2170.8205500000004,0.3539189631821663,14496.610160000002,26.93183512184796,2414.2461,1.3502317823247447
45000,2239.92111,0.47577564765332664,15997.45868,33.49779710771407,2482.1906400000003,1.4378223702529624
50000,2308.7846799999998,0.33772974343397744,17478.375890000003,33.733708865182706,2550.70625,1.0347392920441807
55000,2377.19999,0.4532497731935468,18968.83886,36.90636704253577,2617.96681,0.6153774280066254
60000,2445.65082,0.5126850315739092,20461.318720000003,51.0453530160736,2686.17349,1.1792731307462538
65000,2513.4041599999996,0.5415161995730268,21870.586090000004,55.37826941507698,2753.9976099999994,1.547433626007822
70000,2580.9059300000004,0.5067971192696148,23294.10099,54.299314988708346,2820.19989,1.309971148117382
75000,2648.20522,0.6388529639909696,24707.69991,60.040105893568914,2887.0729600000004,1.216824435323361
80000,2715.02247,0.3231781398856197,26049.23861,58.37037260764188,2953.23579,1.0364911484909118
85000,2781.50075,0.44430005007872336,27401.609519999998,40.22706559580978,3019.1385,1.0550230272368257
90000,2847.51487,0.4876702924107016,28710.419410000002,69.96806531574738,3084.31436,1.3340641762675178
95000,2913.6412899999996,0.5332610382354409,30060.75721,57.39894349096381,3151.1047200000003,1.3389317135686563
100000,2978.9985699999993,0.5364195970505728,31290.149790000003,56.97119769989746,3215.1338000000005,1.3307552892999637
