T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,Sc_std
5000,1070.94942,0.11603828506148332,1523.35271,2.9080918797210815,1319.09902,0.8027415496908457
10000,1116.8940899999998,0.148238884574883,2297.9561000000003,2.0886772273379246,1364.61469,0.8577042339291513
15000,1162.3148,0.16697693852754306,3054.7781399999994,4.19585691967679,1409.4358,0.8322086541246752
20000,1207.70275,0.18731777411659076,3809.42723,4.657362146977629,1453.74495,1.1148876268485617
25000,1252.95627,0.17802961579462653,4553.043529999999,7.722231669155129,1498.20798,0.6975004441575304
30000,1297.70614,0.15967589173076682,5278.72813,6.068494378682462,1542.43543,1.0205594662243307
35000,1342.24458,0.22394079038893372,6000.661840000001,6.4559819578741475,1586.6289700000002,1.1469220776060185
40000,1386.9191999999998,0.2993527183774758,6710.91204,12.951899509662827,1631.0363,1.1248714824369213
45000,1431.0679299999997,0.3360730666090188,7401.252649999999,9.693593068955213,1674.4956700000002,1.3656870212827108
50000,1475.11488,0.24363282947922213,8094.68925,15.61237376097892,1717.4627800000003,1.2942246750855075
55000,1518.74214,0.204280132171576,8779.610879999998,18.162073988606267,1759.8190399999999,0.7489838639116332
60000,1562.5539999999999,0.2945294280712992,9459.75376,15.622986876919493,1804.07877,0.9814943841408422
65000,1605.82374,0.3134614336723931,10120.7804,15.28058378308866,1846.9396000000004,1.2114284799360453
70000,1648.86293,0.3191404175280838,10774.251970000001,12.928770340449711,1889.0806400000001,1.3643922311417571
75000,1691.97722,0.3254184284886357,11424.194650000001,17.120693445783495,1931.7743299999997,1.146211812057477
80000,1734.57229,0.28562737771439023,12046.01946,13.572062016525186,1973.8262900000002,1.1077024026786717
85000,1777.1308000000001,0.3927317175884744,12679.54752,22.48790994845005,2015.48439,1.3618971521007004
90000,1819.28835,0.2676578721054015,13280.694950000001,12.950467659605723,2056.46453,0.8847738649507589
95000,1861.5531499999997,0.3136398834651065,13918.283189999998,12.45637587931996,2099.42763,0.7370641573836895
100000,1903.2662900000003,0.2938969664695066,14491.83359,14.273909248306706,2139.87964,0.9772176320553128
