T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,Sc_std
5000,1069.89883,0.11556305681314313,1541.39243,2.897365941005696,1318.04903,0.8034837136495123
10000,1115.7979599999999,0.14720315349881188,2321.62782,2.1049533837117442,1363.51879,0.8493554620416425
15000,1161.1735800000001,0.18307359066785756,3084.04093,4.2503068044672485,1408.3008,0.8452537973886695
20000,1206.5164200000002,0.19885042016552398,3844.2731599999997,4.653892586899627,1452.5533599999999,1.1204013202420178
25000,1251.72643,0.18425217529239113,4593.49412,7.675218059416989,1496.9758700000002,0.672146955732135
30000,1296.43275,0.17650116288574777,5324.72703,5.983887175415557,1541.1663200000003,1.0230488461456948
35000,1340.92798,0.23824609041921918,6052.1616300000005,6.387681486431399,1585.31607,1.1524445939393282
40000,1385.55924,0.29281631853436024,6767.977930000001,12.867989865946711,1629.68531,1.1142732999134695
45000,1429.66365,0.34568992825938405,7463.815299999999,9.768346764729467,1673.09965,1.356843248315726
50000,1473.6677100000002,0.23872127031334067,8162.718180000001,15.50128894484575,1716.00866,1.2846253634425329
55000,1517.25151,0.20350344198569068,8853.18466,18.142785838409846,1758.3293500000004,0.7448121028152066
60000,1561.0208000000002,0.3025418417343297,9538.72436,15.599074871042582,1802.53842,1.006296598225392
65000,1604.2470600000001,0.3298282528832444,10205.2372,15.21006356936129,1845.3562200000003,1.2217697154537552
70000,1647.2442999999998,0.3222036374717228,10864.129339999996,12.954857835669127,1887.4553600000004,1.375237502542846
75000,1690.3169699999999,0.3419349764209932,11519.57396,17.144272485188782,1930.1105599999999,1.1490843747958464
80000,1732.87065,0.28049984046344895,12146.660199999998,13.540369875597703,1972.11559,1.0979875003387245
85000,1775.3876900000002,0.3830376233478576,12785.58998,22.517434420456883,2013.7527899999998,1.3485174069695602
90000,1817.50204,0.25625476073632375,13392.173620000001,13.032053851162415,2054.67495,0.8845623847417814
95000,1859.7263699999999,0.32825116618233163,14034.993770000001,12.37303122295011,2097.60164,0.7572378955123706
100000,1901.39771,0.30788860794118433,14613.983370000002,14.37741302697054,2138.0032899999997,0.9774814918451955
