T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,Sc_std
5000,1514.56799,0.16839828057321474,2619.3012,5.185490490590108,1762.33786,0.8410640299049245
10000,1579.5281899999998,0.20569980286813358,4028.368809999999,8.236514287907292,1827.10524,0.6494715762833959
15000,1643.75158,0.298944893918638,5395.157219999999,9.831945960164783,1890.53058,0.8213687622499847
20000,1707.94839,0.28975037687636623,6752.5625,13.867813002272797,1953.58531,1.4700965093829186
25000,1771.9655899999998,0.2976303931053236,8092.52617,6.146438293361481,2016.8344299999997,0.6008052946671779
30000,1835.18429,0.36425742943692035,9406.04134,16.956205426698386,2079.72008,0.7805681338614241
35000,1898.1865000000003,0.29054524604615806,10707.56134,14.840446633791041,2142.00011,1.1040779188534555
40000,1961.32366,0.3136420928382861,11993.124399999997,22.108637821403818,2204.92697,1.3163552613560208
45000,2023.73658,0.43772720226189105,13233.399430000001,28.00510752848711,2266.19221,1.4303183781593194
50000,2085.96761,0.2931015539023911,14458.14066,27.071753681621978,2328.06812,1.0746612645852822
55000,2147.76237,0.39417437017132895,15689.388149999999,30.290677683677902,2388.71101,0.6083676478085555
60000,2209.62972,0.458666017489909,16924.08554,41.91127016302807,2450.35257,1.1470817399383588
65000,2270.8403000000008,0.4954621378066717,18089.980020000003,45.172356352437156,2511.6396799999998,1.5219220905158595
70000,2331.8002899999997,0.4676247971398506,19266.509660000003,44.45256994721881,2571.29742,1.273249848066014
75000,2392.6335799999997,0.5780224386646524,20436.477080000004,49.27189849617871,2631.7017299999998,1.1873302447507896
80000,2452.99027,0.2740763800476973,21545.77792,47.250790926793,2691.42282,1.0680678244380526
85000,2513.05726,0.3953319041008191,22665.051709999996,32.637855134198105,2750.8873899999994,1.0145018190718744
90000,2572.69101,0.436644378069716,23747.03475,57.12609398042543,2809.68114,1.2543899578679467
95000,2632.4616,0.47588135075878946,24866.645849999997,46.68372849311123,2870.09602,1.276816455721021
100000,2691.49503,0.4728088388556476,25884.15977,46.32799281056858,2927.8410300000005,1.3177158692601678
