T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,Sc_std
5000,1069.89892,0.1157148287818375,1557.8484300000002,2.895459670950318,1318.0492099999997,0.8036073350212786
10000,1115.7986699999997,0.14759344870282823,2343.68581,2.115407260292996,1363.51909,0.8457985888496273
15000,1161.1743299999998,0.19067006608272694,3111.6404599999996,4.281499297489143,1408.30367,0.8519205738212251
20000,1206.51734,0.20515419176797994,3877.4065899999996,4.653494833230117,1452.54989,1.1237128293741316
25000,1251.7267100000001,0.18862672371643294,4632.15342,7.660196935692865,1496.97447,0.6604278311064683
30000,1296.43349,0.18529657012472917,5368.84153,5.948208121619707,1541.16808,1.0236361744291949
35000,1340.9283600000003,0.24586112421446626,6101.69963,6.361910519969366,1585.31909,1.1552049354551943
40000,1385.5603299999998,0.2894673247535378,6822.95218,12.835297998784615,1629.68969,1.1096807409791654
45000,1429.6644099999999,0.3510135166913303,7524.1669600000005,9.811948822859042,1673.1036199999999,1.3526102186513682
50000,1473.66912,0.2379366966232077,8228.4149,15.458715651631362,1716.0054900000002,1.280699729405693
55000,1517.25297,0.20489282100651332,8924.25855,18.15136918319185,1758.3296499999997,0.7439929546036934
60000,1561.02183,0.3076569324751488,9615.07339,15.602254850914731,1802.53641,1.0187852653527842
65000,1604.24852,0.3396111446935065,10286.88651,15.187356400799782,1845.35374,1.2265273769468024
70000,1647.24491,0.3256867742172617,10951.03368,12.978432694728685,1887.4517700000001,1.381443917102733
75000,1690.31757,0.35113998077684594,11611.74535,17.174956053524784,1930.1106499999999,1.151845105255024
80000,1732.87111,0.27943074437142035,12243.957559999999,13.537022801723987,1972.1117899999997,1.094266896556756
85000,1775.38866,0.3798915508405231,12888.071220000002,22.55244112364769,2013.7587899999999,1.3414740008289208
90000,1817.5041099999999,0.25306958509471533,13499.82918,13.08531516928797,2054.67362,0.8846066875170596
95000,1859.7279700000004,0.3376602376650484,14147.72097,12.34623673975553,2097.60249,0.7684418682632628
100000,1901.3990900000001,0.3163931271377348,14731.83181,14.447411938367658,2138.0001700000003,0.9787038418746358
