37985	1830.4	2064.7	16990.6
24370	1834.7	2121.9	18076.6
20775	1803.4	2021.3	16563.4
76203	1807.8	2043.2	16582.9
81564	1823.0	2030.4	16569.3
56304	1825.9	2084.1	17002.0
46931	1800.0	2032.6	16739.6
56598	1812.9	2064.0	16766.9
36943	1826.6	2034.4	17002.5
74998	1825.7	2048.9	17226.5
1854	1801.1	2051.7	16444.9
24656	1791.0	2000.6	16030.4
75295	1804.1	2038.6	16640.5
37338	1830.4	2172.5	17366.8
78003	1815.9	2054.5	17398.3
22432	1812.1	2083.5	16988.5
54178	1846.4	2106.5	16917.8
87065	1828.4	2079.6	16990.2
81089	1799.3	2015.6	16457.6
68069	1814.8	2077.8	17606.6
85242	1812.8	2014.2	16443.6
49465	1816.3	2027.8	16563.1
18698	1842.6	2101.9	17187.5
88406	1814.6	2050.5	16720.4
56046	1787.9	1978.0	16074.4
75332	1836.8	2077.5	17090.6
54532	1826.4	2107.7	17076.9
77237	1819.8	2025.7	16868.6
36592	1821.6	2071.4	16830.1
72976	1814.3	2040.0	16747.0
19571	1828.6	2147.5	17190.7
6236	1837.6	2114.9	16996.9
86666	1822.9	2107.3	17237.4
44240	1826.5	2054.2	17087.8
17312	1817.7	2057.1	16952.9
74385	1813.5	2075.2	16825.2
54417	1816.6	2017.1	16695.1
11227	1818.2	2050.9	16695.5
46070	1827.3	2083.5	17345.5
38229	1808.0	2067.1	17266.1
48080	1798.1	2052.3	16608.4
33864	1819.5	2103.7	16686.2
84989	1838.0	2130.1	17462.7
947	1812.3	1990.4	16476.4
68523	1818.0	2084.4	16816.4
60674	1809.5	2058.1	16556.9
34369	1810.5	2039.6	16367.3
18423	1811.5	2045.2	16485.6
29060	1807.4	2035.5	16638.2
63158	1822.9	2036.8	16577.6
9727	1819.3	2124.2	17103.3
58732	1801.4	2059.6	16854.4
65333	1793.3	1962.6	16359.4
47457	1828.5	2109.0	17036.1
15689	1822.3	2057.2	17013.5
80992	1813.4	2036.7	16615.8
23179	1831.3	2083.3	16954.1
61509	1818.8	2045.6	16399.9
82770	1834.5	2056.6	16943.6
31522	1803.7	2024.0	16377.0
82294	1825.8	2054.8	16651.9
3830	1821.6	2044.7	16575.5
80921	1825.8	2111.1	17862.7
65954	1827.3	2053.2	17099.9
51048	1810.5	1961.6	16021.8
78565	1835.2	2049.9	17108.5
47644	1807.5	1999.9	16446.5
29660	1808.5	2023.0	16311.4
68538	1821.4	2067.8	16900.2
64024	1840.3	2107.0	17209.4
79710	1805.6	1992.6	16670.5
17631	1801.7	2076.3	16824.5
66430	1823.5	2054.3	16778.2
60835	1819.1	2021.0	16573.7
46847	1819.9	2034.7	16598.8
83325	1824.5	2017.9	16765.6
81068	1822.6	2066.6	16901.4
39936	1804.2	2042.5	16794.5
33889	1828.4	2125.1	17102.7
45655	1806.9	1989.0	16143.4
19598	1820.4	2068.7	16802.1
28758	1811.2	2007.9	16240.6
86882	1832.7	2081.6	16889.3
57944	1832.1	2050.4	17364.8
12567	1831.6	2049.8	17015.4
9870	1791.2	2062.2	16409.8
56555	1815.2	2041.3	16457.7
49380	1825.0	2064.0	16833.8
19307	1811.4	2031.2	16401.0
64176	1820.3	2016.4	16824.1
39730	1797.0	2054.9	16827.8
41843	1829.7	2091.3	17152.0
16456	1826.3	2081.6	16893.9
49136	1832.3	2068.2	17635.3
7875	1795.3	2024.8	16390.1
43380	1794.3	1999.0	16347.2
16001	1807.6	2052.2	16810.5
40162	1832.5	2047.8	16938.5
62839	1824.0	2046.7	16709.8
63549	1815.6	2052.1	16724.4
78080	1816.3	2050.2	16662.9
68764	1828.0	2049.8	16860.6
4482	1822.9	2053.7	17124.3
66105	1830.5	2093.6	16965.2
50509	1815.4	2119.2	16991.9
76743	1820.6	2038.9	16657.7
79074	1823.8	2057.5	16539.3
48681	1816.7	2049.0	16576.5
86125	1815.6	2027.6	16333.4
74223	1811.2	2041.2	16576.9
41528	1818.3	2040.9	16482.8
20067	1803.5	2005.9	16237.5
44805	1810.5	2052.5	16993.8
27286	1799.3	2019.2	16263.3
39538	1832.1	2045.3	17318.5
1512	1833.1	2128.3	17137.6
67853	1807.5	2022.3	16595.3
85343	1828.2	2098.5	17289.1
64475	1825.1	2063.4	16765.5
25829	1803.2	2003.9	16402.8
27233	1843.1	2116.2	17109.0
58961	1825.9	2100.3	17082.7
57078	1818.3	2025.8	16555.7
29492	1817.3	2023.6	16553.1
3197	1826.7	2069.6	17307.6
43378	1820.6	2056.7	16914.2
37310	1839.9	2105.1	17178.9
32303	1827.3	2093.5	16894.2
52664	1822.1	2097.3	16895.3
83430	1796.0	2044.6	16495.0
57304	1809.3	2038.1	16376.2
20909	1814.4	2077.0	16624.7
74234	1809.6	2049.9	16649.7
25517	1823.9	2100.9	18116.7
70794	1830.1	2050.5	16493.1
35968	1818.5	2037.3	16573.7
74337	1827.1	2022.4	16534.2
57375	1836.4	2037.0	16960.8
8157	1836.0	2100.1	16958.9
78741	1818.3	2065.7	16979.5
16676	1826.2	2082.1	16899.6
53460	1818.5	2073.7	16724.0
48146	1788.3	1978.5	16201.4
1903	1830.3	2095.0	17237.6
52098	1822.3	2083.6	16740.7
6770	1811.9	2050.9	16645.7
85798	1828.4	2086.6	17171.3
3671	1836.6	2107.4	16740.1
83964	1813.4	2027.0	16517.3
7784	1842.4	2087.3	17056.2
87778	1795.7	1992.1	16353.3
67726	1820.6	2047.9	16549.6
48196	1823.8	2062.8	16817.7
62694	1837.9	2065.4	17004.6
58293	1804.0	1980.4	16222.7
18398	1821.8	2066.7	16809.3
11906	1815.3	2031.8	16617.1
77278	1807.3	2045.6	16436.1
84522	1802.7	2031.5	16319.5
39496	1808.9	2080.3	16749.7
65310	1816.3	2053.7	16763.4
67923	1822.7	2013.0	16876.4
23671	1798.9	2023.9	16298.9
35417	1833.6	2047.2	16799.6
84059	1817.1	2057.9	17097.4
8385	1807.3	2018.9	16389.5
39448	1812.8	2062.8	16324.6
81259	1805.9	2036.0	16611.4
72911	1813.8	2032.4	16757.2
48042	1825.5	2094.7	17464.1
46009	1824.1	2100.8	16797.8
24574	1813.2	2087.9	16954.3
19085	1779.5	2002.4	16305.8
47445	1824.5	2066.3	16835.8
3809	1833.6	2105.4	17096.4
43734	1820.8	2034.5	16764.2
7342	1827.7	2064.9	16735.5
61444	1795.9	1972.0	16403.5
50175	1800.8	2050.4	16383.5
3933	1799.1	2038.2	16410.8
59219	1838.4	2063.8	16748.5
58741	1828.9	2101.8	16784.6
21669	1814.2	2063.1	16982.7
26898	1821.5	2084.5	16715.3
58650	1822.9	2096.2	16936.2
11106	1820.5	2055.2	16558.4
83487	1821.4	2036.1	16825.5
9360	1835.7	2085.4	16876.2
1773	1810.9	2017.4	16339.6
16275	1791.5	1993.9	16096.9
45654	1825.0	2033.3	16955.1
84930	1824.5	2067.8	16893.7
17209	1821.6	2099.0	16869.1
17471	1805.3	2041.0	16265.4
17088	1815.3	2068.3	16919.7
248	1808.5	1962.3	16178.8
30830	1820.7	2081.9	16947.9
82163	1805.1	1981.6	16476.0
19345	1819.8	2104.8	16853.9
8498	1812.7	2059.6	16664.5
21984	1821.9	2069.1	16718.5
71507	1803.2	2044.2	16646.2
83496	1801.6	2027.0	16666.8
30847	1799.4	2008.0	16465.4
67293	1823.9	2065.1	16888.1
14473	1824.8	2066.2	16803.7
79795	1833.4	2065.8	16757.8
66843	1821.3	2055.8	16945.7
10664	1828.4	2107.2	16970.1
45099	1796.6	1988.2	16198.9
56866	1833.0	2057.4	17036.1
63342	1829.5	2132.1	16951.8
19963	1814.6	2084.0	17024.0
837	1823.2	2094.1	16754.1
26172	1822.3	2053.0	17191.2
35963	1829.2	2061.8	16797.2
71527	1821.8	2092.5	16760.9
31211	1836.4	2082.5	16775.7
50895	1804.7	2006.1	16250.8
18924	1808.1	1983.7	16306.9
23003	1815.2	2058.9	16408.7
66882	1834.7	2057.7	17074.3
75881	1836.4	2055.0	17451.4
69935	1819.6	2063.4	16760.4
45695	1817.1	2032.3	16589.3
26305	1815.3	2065.6	16529.5
23061	1807.3	2032.9	16605.9
42980	1849.2	2158.3	17683.3
28920	1784.5	2035.9	16208.7
72618	1807.1	2089.1	16841.1
15090	1825.0	2114.8	17410.1
6793	1814.3	2062.9	16932.7
41056	1813.8	2061.9	16667.6
10693	1822.3	2081.7	16789.0
74387	1835.8	2005.6	16599.9
52191	1825.9	2004.6	16578.3
2461	1836.2	2116.1	17263.4
66320	1823.6	2056.9	16793.5
87883	1836.0	2088.2	17073.1
75759	1814.7	2026.8	16746.0
46972	1838.2	2035.1	17073.2
56356	1805.2	2010.7	16631.3
88107	1824.6	2049.3	17423.7
66355	1821.5	2067.0	16898.0
32411	1828.2	2100.6	17007.5
78840	1821.7	2072.6	17333.4
34929	1810.3	2022.1	16560.4
76723	1816.2	2014.9	16376.6
48187	1795.5	1995.5	16341.7
86347	1829.4	2153.2	17421.3
1521	1814.9	2049.5	16520.1
84191	1819.2	2100.1	17569.3
4490	1825.5	2076.2	16938.2
42132	1822.8	2007.2	16717.3
75001	1815.6	2096.0	17138.1
54698	1819.7	2123.9	17586.5
80253	1826.8	2019.9	16817.6
40984	1810.3	2059.5	16473.4
24605	1833.2	2094.0	16965.7
71384	1842.0	2062.1	16780.6
70245	1807.3	2043.0	16621.9
24302	1841.5	2067.0	16954.3
77592	1828.8	2136.3	17136.8
59105	1808.1	2027.4	16381.9
57909	1804.8	2002.8	16286.5
45866	1824.8	2089.9	17038.4
26896	1819.3	2074.3	17048.8
8349	1813.8	2060.5	16660.2
14930	1805.0	2068.5	16966.9
54658	1813.8	2040.8	16966.3
8182	1807.9	2068.7	16382.8
72906	1823.1	2098.8	16976.5
5247	1827.8	2088.6	16906.0
80639	1843.0	2133.1	17790.3
62490	1810.6	2055.1	16482.3
66082	1810.2	2024.4	16889.5
68259	1809.3	2068.8	16729.1
52436	1827.7	2041.5	17049.3
64619	1801.5	2003.5	16003.8
29638	1800.5	2009.9	16461.9
48130	1819.1	2045.0	16775.1
45530	1828.6	2053.1	17149.7
14151	1821.1	2062.6	16777.8
62373	1812.5	2028.1	16765.1
55985	1809.5	2024.9	16550.0
57670	1819.5	2049.0	16805.6
39235	1820.5	2052.5	16659.8
17547	1809.1	2005.4	16218.1
86519	1820.3	2023.1	16658.2
55466	1814.9	2071.5	16773.9
4184	1814.9	2005.1	16547.5
7816	1813.9	2045.9	16517.5
38164	1823.4	2040.8	16534.6
20686	1817.0	2081.3	16671.3
17596	1801.9	2043.1	16388.4
76171	1810.8	2023.3	16577.2
41280	1841.0	2058.3	16871.2
63325	1821.3	2065.2	16839.4
3000	1825.5	2098.1	17083.1
78579	1824.4	2077.5	16829.8
8624	1802.6	1995.2	16402.8
3252	1820.7	2076.1	16713.2
57466	1815.9	2079.3	16718.5
78963	1833.3	2048.2	16853.1
25910	1805.4	2048.3	16474.7
57848	1831.3	2089.2	17200.9
75734	1817.1	1991.5	16576.6
24842	1791.1	1979.4	15948.1
11759	1819.9	2097.2	17125.3
45848	1817.0	2085.0	17557.3
50055	1822.0	2072.1	16850.1
70248	1793.3	2022.3	16541.4
64062	1833.9	2077.7	16904.6
59636	1814.6	2125.4	16643.9
69487	1807.0	2023.6	16323.8
15838	1809.7	2049.1	16554.7
67209	1818.9	2080.5	17588.3
35454	1805.1	2041.4	16572.5
64132	1818.3	2102.9	16755.1
52952	1816.9	2087.7	16936.6
85281	1798.9	1995.8	16588.6
12633	1795.2	2012.6	16605.4
69555	1846.4	2102.4	17524.7
