T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,Sc_std
5000,1069.9103599999999,0.21712038227670855,2460.3742,2.9569815068750613,1318.05878,0.8267735527942447
10000,1115.8085199999998,0.24316213027519606,3556.5174100000004,4.885390145208517,1363.80734,0.6747685428352133
15000,1161.1842199999999,0.3653500015053643,4627.804160000001,5.307978197053983,1408.41952,0.8520898976046876
20000,1206.52318,0.35488532175898924,5693.40668,8.343289739401364,1452.6558,1.559249042969055
25000,1251.73676,0.35007005927382184,6749.2895100000005,2.913633481565375,1497.05135,0.5846083787459904
30000,1296.41875,0.3921919026446384,7786.550559999999,10.267368844080758,1541.4418199999998,0.7641775681083626
35000,1340.9153900000001,0.37636214594452333,8816.87617,7.595399888096836,1585.1574300000002,1.1737234768462295
40000,1385.5723400000002,0.327308182604733,9840.58325,12.591844637641508,1629.63978,1.3070189683397253
45000,1429.61659,0.49399196643264,10836.50199,16.68564716170471,1672.57807,1.4582206870360954
50000,1473.6115900000002,0.3210528880106605,11823.26445,12.811854602379137,1716.22449,1.1104510051776004
55000,1517.2060800000002,0.39863232131879894,12809.84436,16.583313745521604,1758.6414,0.652050143777229
60000,1560.99365,0.5120365558238447,13800.762729999999,22.8233786648703,1802.21815,1.1856333676562518
65000,1604.21883,0.5646193763058172,14752.80403,24.279877641951302,1845.5200500000003,1.574788071614632
70000,1647.1893300000004,0.4800872859179259,15707.124780000002,24.927606297548667,1887.2730299999998,1.2638219416120144
75000,1690.27196,0.6127117318935695,16660.169489999997,26.81452150039018,1929.8731099999998,1.2664018544284823
80000,1732.84317,0.3285877388156673,17575.42116,23.579931904573883,1971.7670300000002,1.0157669467451598
85000,1775.3195899999998,0.4124041790525116,18497.48236,17.195158376253048,2013.7564899999998,1.0259698606197238
90000,1817.42494,0.42267620988169524,19393.82698,29.18195453402021,2054.93602,1.2271698047131832
95000,1859.69422,0.5364972577749126,20318.07324,24.435544184209153,2097.7866200000003,1.3012420157680096
100000,1901.3659899999998,0.5529491612255019,21180.950449999997,24.213269357658397,2138.30015,1.4358621467606978
