T,Sb_av,Sb_std,varSb_av,varSb_std,Sc_av,Sc_std
5000,1069.90162,0.12643791994491177,1652.45949,2.892247052881265,1318.05124,0.8055883094980845
10000,1115.80088,0.1572278970157921,2470.5234200000004,2.153762127905665,1363.5194999999999,0.8361910702703981
15000,1161.1770099999999,0.22047888991923703,3270.3470500000003,4.385230724659844,1408.3154200000001,0.8757809027376607
20000,1206.51996,0.23176940350273575,4067.94998,4.64982979232577,1452.53944,1.1349253263541128
25000,1251.7297700000001,0.20978137691412688,4854.46126,7.61624779654668,1496.97053,0.6195358650634871
30000,1296.4360600000002,0.22002299516185983,5622.5082600000005,5.823201957549034,1541.17699,1.0292237555070818
35000,1340.9309400000002,0.2773082804389537,6386.57209,6.2857923009673256,1585.32908,1.16725687387141
40000,1385.5632900000003,0.2877285750494698,7139.07028,12.722087792088354,1629.70603,1.0919889001725542
45000,1429.6675,0.37419931052847205,7871.238370000001,9.979713112414801,1673.11766,1.3391887859446978
50000,1473.6723299999999,0.24259753110862683,8606.24483,15.312535754867756,1715.99437,1.2668022300659223
55000,1517.25617,0.2182456966357441,9332.921570000002,18.20019546697508,1758.33163,0.743209301677537
60000,1561.02535,0.331652795103571,10054.13209,15.619988725440766,1802.52738,1.0655054488833087
65000,1604.2514899999999,0.37496410614887843,10756.37223,15.117948483643204,1845.34322,1.2470043093750995
70000,1647.2486800000001,0.341961918347594,11450.765779999998,13.087861943786121,1887.44002,1.403404389903331
75000,1690.32112,0.38776698621724576,12141.64553,17.314575628011003,1930.1085699999999,1.1616793120736828
80000,1732.87538,0.2845457074004413,12803.50397,13.541418325349643,1972.09776,1.0843999356326146
85000,1775.39264,0.3734624645127648,13477.37991,22.708430650683912,2013.7825400000002,1.3202051417866483
90000,1817.50835,0.2503801120296502,14118.806529999998,13.299894643872058,2054.66911,0.8903339906461305
95000,1859.7325700000001,0.3732266283372035,14795.94872,12.28506844952827,2097.60631,0.8090839405773481
100000,1901.40395,0.35440969583232357,15409.425040000002,14.726660367659678,2137.98818,0.9857431123776503
